code,name,desc,date
002714,牧原股份,接近前低36.3369/35.83,20250303
000725,京东方Ａ,接近前低4.29,20250303
600660,福耀玻璃,接近前低56.4/55.54,20250303
603986,兆易创新,接近前低126.49,20250303
002884,凌霄泵业,接近前低17.33/17.4,20250303
600257,大湖股份,接近前低4.65,20250304
601015,陕西黑猫,接近前低3.09,20250304
601699,潞安环能,接近前低11.97,20250304
600420,国药现代,接近前低11.2481/11.15,20250304
002353,杰瑞股份,接近前低34.5449,20250304
002959,小熊电器,接近前低41.5/41.6/41.65/41.81,20250304
002862,实丰文化,接近前低27.2/27.5,20250304
000100,TCL科技,接近前低4.7,20250304
600584,长电科技,接近前低36.82,20250304
000538,云南白药,接近前低54.77,20250304
600529,山东药玻,接近前低23.3592/23.27/23.1,20250304
000725,京东方Ａ,接近前低4.29,20250304
600660,福耀玻璃,接近前低55.54,20250304
000401,冀东水泥,接近前低4.77/4.73,20250304
002216,三全食品,接近前低11.04,20250304
002918,蒙娜丽莎,接近前低9.2338,20250304
603288,海天味业,接近前低40.02,20250304
002884,凌霄泵业,接近前低17.33/17.4,20250304
601633,长城汽车,接近前低25.0898,20250304
601015,陕西黑猫,接近前低3.01/3.02,20250305
600420,国药现代,接近前低11.15,20250305
002737,葵花药业,接近前低17.6,20250305
000626,远大控股,接近前低5.4,20250305
002959,小熊电器,接近前低41.5/41.6/41.65/41.81,20250305
002304,洋河股份,接近前低75.5458/75.5555,20250305
002862,实丰文化,接近前低27.5,20250305
600436,片仔癀,接近前低198.4515,20250305
600584,长电科技,接近前低37.5/37.51,20250305
000538,云南白药,接近前低54.77,20250305
000860,顺鑫农业,接近前低16.86,20250305
600529,山东药玻,接近前低23.3592/23.27/23.1,20250305
600702,舍得酒业,接近前低52.4,20250305
600660,福耀玻璃,接近前低55.54,20250305
600305,恒顺醋业,接近前低7.2026,20250305
000401,冀东水泥,接近前低4.77/4.73,20250305
002216,三全食品,接近前低10.83,20250305
002918,蒙娜丽莎,接近前低8.8664,20250305
002405,四维图新,接近前低9.48,20250305
603288,海天味业,接近前低40.02,20250305
002884,凌霄泵业,接近前低17.4,20250305
601633,长城汽车,接近前低24.69,20250305
002241,歌尔股份,接近前低27.5,20250305
601015,陕西黑猫,接近前低3.01/3.02,20250306
600511,国药股份,接近前低29.87,20250306
002737,葵花药业,接近前低17.6/17.61,20250306
002353,杰瑞股份,接近前低34.5449,20250306
002299,圣农发展,接近前低13.508,20250306
600779,水井坊,接近前低45.9579,20250306
002304,洋河股份,接近前低75.5458/76.8178/75.5555/76.83,20250306
600436,片仔癀,接近前低198.4515,20250306
000333,美的集团,接近前低69.89,20250306
000538,云南白药,接近前低53.8542/54.77,20250306
000860,顺鑫农业,接近前低16.86,20250306
600529,山东药玻,接近前低23.3592/23.27/23.1,20250306
