symbol,stock_name
002967,广电计量
603315,福鞍股份
603939,益丰药房
000651,格力电器
002396,星网锐捷
002821,凯莱英
000977,浪潮信息
002579,中京电子
300776,帝尔激光
603039,泛微网络
603505,金石资源
300218,安利股份
603517,绝味食品
300454,深信服
603978,深圳新星
603986,兆易创新
002049,紫光国微
300271,华宇软件
300136,信维通信
600975,新五丰
002371,北方华创
603919,金徽酒
002600,领益智造
603666,亿嘉和
603960,克来机电
000810,创维数字
300128,锦富技术
688228,开普云
688788,科思科技
000063,中兴通讯
002281,光迅科技
603658,安图生物
603160,汇顶科技
603496,恒为科技
600584,长电科技
002157,正邦科技
002415,海康威视
002916,深南电路
603890,春秋电子
603613,国联股份
002050,三花智控
002475,立讯精密
