code,name,income_2017,income_2018,income_2019,income_2020,income_2021
300586,美联新材,464.1448,583.7180000000001,1260.2366,1517.1347,1880.7668
600908,无锡银行,2851.4640000000004,3192.1809999999996,3539.711,3896.011,4349.269
002803,吉宏股份,1132.6133,2269.0455,3009.2527,4410.2135,5177.6571
002760,凤形股份,367.5819,468.7367,610.5676,704.4243,945.0426
300476,胜宏科技,2442.1447,3303.9493,3884.6189,5599.6071,7432.0146
002824,和胜股份,841.0289,1064.6592,1333.1156,1484.4936,2410.2286
300438,鹏辉能源,2098.4927,2568.7056,3308.448,3642.2259999999997,5692.8936
603939,益丰药房,4807.249,6912.5765,10276.1747,13144.5024,15326.3053
603859,能科科技,229.033,407.9542,765.7968,951.9077,1140.8536
300501,海顺新材,375.6172,507.1959,621.0304,713.785,856.8578
603716,塞力医疗,920.5165,1317.4461,1830.7716,2125.4716,2599.5473
603977,国泰集团,565.3069,868.31,1439.0386,1704.3825,1988.124
300566,激智科技,738.2845,908.444,1096.2111,1420.1719,1924.5204
603300,华铁应急,693.5111,887.6457,1153.8672,1524.3458,2606.8619
300573,兴齐眼药,360.0067,431.2047,542.4342,688.6821,1027.9149
002821,凯莱英,1423.0334,1834.8776,2459.9855,3149.6897,4638.8342
300517,海波重科,403.869,504.4626,729.4227,857.23,1117.8986
603568,伟明环保,1029.4574,1547.1275,2038.1062,3123.4892,4185.3695
300596,利安隆,1142.4099,1487.7493,1978.3115,2482.7871,3444.6361
603444,吉比特,1440.0077,1654.695,2170.3719,2742.2924,4619.0461
603986,兆易创新,2029.7088,2245.7863,3202.9171,4496.8949,8510.2235
603639,海利尔,1589.4219,2191.4652,2466.784,3227.1899,3698.8786
603797,联泰环保,184.6816,251.4774,488.1502,603.6545,785.0478
002845,同兴达,3663.6518,4095.3903,6195.9598,10601.0849,12860.4242
300569,天能重工,738.0059,1393.5669,2464.1799,3424.8744,4080.9524
300496,中科创达,1162.3272,1464.5837,1826.8586,2627.8836,4126.7425
603577,汇金通,802.7073,958.2410000000001,1618.3239,1937.0629999999999,2498.4348
300620,光库科技,230.3148,289.2783,390.78,491.6041,667.7996
688208,道通科技,721.6232,900.2546,1195.7996,1577.7751,2253.7127
603378,亚士创能,1355.3461,1662.2562,2424.9906,3506.6936,4715.1307
300628,亿联网络,1387.7632,1815.3594,2489.3467,2754.2861,3684.2412
300607,拓斯达,764.423,1198.0981,1660.3634,2755.4396,3292.7342
603387,基蛋生物,488.5828,686.2383,968.2043,1123.3356,1401.7014
300685,艾德生物,330.3713,439.0315,578.3555,728.3906,917.0334
603233,大参林,7421.1969,8859.2737,11141.1651,14582.8653,16759.3353
603916,苏博特,1679.6576,2315.9574,3306.6174,3652.2518,4521.8441
300693,盛弘股份,451.2871,531.2571,635.8448,771.355,1021.3849
603906,龙蟠科技,1297.4337,1497.7867,1712.9632,1914.5988,4053.5054
688179,阿拉丁,126.2014,166.7036,209.6034,234.2202,287.6613
603501,韦尔股份,2405.9163,3963.5094,13631.6706,19823.9654,24103.5096
002878,元隆雅图,819.2575,1051.5734,1571.6607,1990.4529,2285.8235
300832,新产业,1140.5647,1383.611,1681.5881,2194.9665,2545.4153
605168,三人行,758.4192,1099.5112,1631.4261,2807.7472,3570.9658
300659,中孚信息,281.1232,356.0264,602.8199,992.7343,1270.0433
603536,惠发食品,938.5119,1041.7765,1209.8143,1409.2324,1650.9224
603855,华荣股份,1479.4521,1631.2789,1942.5465,2282.7122,3027.3032
300595,欧普康视,311.6291,458.4198,646.9037,870.6636,1295.0458
002883,中设股份,232.1659,270.3943,311.8804,475.1697,606.3427
300953,震裕科技,305.1377,597.1685,749.5345,1195.7981,3034.1186
003020,立方制药,1166.5722,1424.5810000000001,1650.0319,1894.2914,2273.2545
300589,江龙船艇,422.9705,469.3523,550.7028,612.9902,690.6764
300680,隆盛科技,150.4664,226.5612,406.5522,578.0564,929.6974
002846,英联股份,457.898,818.9565,1170.3913,1332.1828,1829.5447
603396,金辰股份,570.8334,756.328,862.0172,1060.7527,1609.7527
603882,金域医学,3791.7177,4525.2528,5269.2665,8243.7635,11943.2236
002877,智能自控,307.4232,376.0511,476.6138,551.7247,734.2015
001979,招商蛇口,75454.6822,88277.8547,97672.1812,129620.8184,160643.413
605305,中际联合,289.381,355.6675,539.077,681.0068,882.8368
603050,科林电气,969.4739,1220.6538,1427.6493,1753.2419,2039.2077
601155,新城控股,40525.6848,54133.310999999994,85847.0414,145475.2255,168231.6779
603232,格尔软件,271.6536,308.5854,370.5413,444.8078,611.0717
603681,永冠新材,1410.1939,1701.0505,2144.2573,2414.0782,3840.0481
002847,盐津铺子,754.4258,1107.5539,1399.275,1958.8515,2281.5043
600926,杭州银行,14121.518,17054.256,21408.738999999998,24805.677000000003,29360.874
688680,海优新材,643.7565,715.4329,1063.22,1481.0924,3105.2841
603187,海容冷链,964.9495,1211.7677,1535.6327,1890.4891,2661.7939
300837,浙矿股份,225.1468,296.4896,369.3955,462.8232,573.2513
002982,湘佳股份,1154.1551,1514.1183,1877.8602,2189.5858,3005.5073
300642,透景生命,302.8882,364.8464,441.4525,489.5809,654.5886
603180,金牌厨柜,1441.9671,1701.6779999999999,2125.4448,2639.8390000000004,3447.7731
603583,捷昌驱动,694.7257,1115.9731,1407.7708,1868.2741,2636.9809
688398,赛特新材,205.1513,307.8827,400.9258,516.1968,711.2915
603613,国联股份,1999.7735,3673.6048,7197.6801,17157.7832,37229.79
300865,大宏立,318.0909,428.3572,528.1976,606.8076,694.2791
300604,长川科技,179.7945,216.1215,398.8341,803.8293,1511.2304
002860,星帅尔,354.7985,409.17900000000003,708.199,926.9799,1368.592
300638,广和通,563.3045,1249.1011,1915.0709,2743.5782,4109.3131
002967,广电计量,811.2726,1227.8824,1588.1567,1840.4187,2246.9527
300639,凯普生物,479.0851,580.3521,729.3928,1354.4968,2673.0229999999997
688095,福昕软件,221.4333,281.5906,368.9547,468.60400000000004,541.1213
300627,华测导航,678.1532,952.0453,1145.5227,1409.5259,1903.1782
002879,长缆科技,616.8916,694.7449,852.7753,940.5797,1057.7678
300611,美力科技,401.4991,545.0888,601.4866,673.6116,816.8196
688300,联瑞新材,210.9602,278.106,315.3011,404.2034,624.7096
603817,海峡环保,348.6879,482.4989,640.5507,732.8021,889.5788
603127,昭衍新药,301.279,408.7982,639.3793,1075.9049,1516.68
300867,圣元环保,468.8582,757.3839999999999,888.3392,1033.7257,2295.681
301062,上海艾录,458.8997,546.4362,645.0172,774.9121,1120.1495
300630,普利制药,324.8267,623.9042,950.0952,1188.6034,1508.8294
300699,光威复材,949.3674,1363.5557,1714.9505,2115.519,2607.3078
300666,江丰电子,550.0257,649.6832,824.9648,1166.5426,1593.9127
688191,智洋创新,136.7915,219.3712,328.5415,502.2333,656.0189999999999
002972,科安达,235.3935,268.7902,320.8206,360.5482,400.8457
301127,天源环保,138.3791,263.5529,451.2694,549.8886,759.9121
300715,凯伦股份,394.228,619.3078,1164.9961,2007.6466,2585.7839
688287,观典防务,81.3588,104.5769,145.9138,179.7682,229.8632
300839,博汇股份,361.8178,582.1993,827.1645,972.2865,1458.1128
300872,天阳科技,605.4178,781.1631,1062.1276,1315.3277,1776.0929999999998
688701,卓锦股份,157.2702,210.6825,291.0403,340.836,413.1857
603283,赛腾股份,683.1754,904.3864,1205.5128,2028.3696,2318.5544
002949,华阳国际,592.6805,916.0996,1194.6489,1894.0938,2876.4817
603801,志邦家居,2156.8754,2432.9943,2962.14,3840.4446,5152.7978
002901,大博医疗,594.0146,772.4695,1257.318,1586.8602,1994.3338
603236,移远通信,1660.8008,2701.474,4129.746,6105.7794,11261.9217
300656,民德电子,122.5265,274.5728,305.3722,403.21,546.2842
688109,品茗科技,144.7935,221.5227,282.8684,379.6009,475.4956
603605,珀莱雅,1783.0287,2361.2488,3123.5202,3752.3868,4633.1505
688580,伟思医疗,144.4951,207.7815,318.8732,378.3673,430.0445
688269,凯立新材,464.6175,611.3028,708.4351,1052.182,1589.33
300813,泰林生物,142.0181,159.0977,180.9283,200.2375,283.2485
002892,科力尔,591.6594,720.9207,850.6994,993.1917,1434.5385
300687,赛意信息,708.8955,909.4969,1075.6465,1385.3088,1934.9325
300980,祥源新材,149.1253,215.6172,284.2764,316.6923,457.4455
300853,申昊科技,282.7044,361.1759,404.5289,611.5505,769.337
300725,药石科技,273.2506,478.2543,662.2309,1022.2292,1201.6291
300692,中环环保,232.5329,390.13699999999994,653.8299,950.1568,1165.595
301017,漱玉平民,2475.6712,2887.7408,3466.8034,4675.1792,5321.6392
688131,皓元医药,173.9667,300.1951,408.969,635.1007,969.2256
301077,星华新材,330.1712,462.7287,539.0502,622.1181,791.9334
300674,宇信科技,1624.2786,2140.5607,2651.7268,2981.5873,3726.2045
300737,科顺股份,2038.7881,3096.7493,4651.957,6237.8785,7770.7242
300726,宏达电子,524.366,636.3146,844.0417,1400.8576,2000.3501
002897,意华股份,1215.0236,1387.6707,1627.754,3268.2768,4489.5894
003001,中岩大地,391.6292,758.6853,1023.6492,1129.2164,1377.3587
603183,建研院,443.9886,494.6064,611.3642,785.8852,903.3785
301302,华如科技,177.3469,245.6669,319.8563,526.3499,686.4178
688793,倍轻松,357.4664,507.9937,694.1157,826.4846,1189.5396
603356,华菱精工,681.6371,975.8339,1442.6131,1911.9458,2233.9246
002918,蒙娜丽莎,2889.8762,3208.4001,3804.0615,4863.8486,6986.5213
002929,润建股份,2778.3947,3231.6801,3717.025,4192.6338,6602.3283
688669,聚石化学,880.428,1068.9133,1474.3259,1924.4460000000001,2541.7226
603386,骏亚科技,988.4555,1120.073,1472.181,2065.7470000000003,2726.9014
002896,中大力德,498.1154,599.0515,676.1899,760.5733,952.9738
603506,南都物业,819.5234,1058.6286,1244.4685,1413.4746,1592.9171
603661,恒林股份,1895.8938,2317.8111,2903.737,4743.0937,5777.7954
688026,洁特生物,166.7884,207.4796,247.4959,503.9338,855.6582
688799,华纳药厂,374.8742,613.2481,824.6489,941.8366,1146.599
301135,瑞德智能,698.1782,831.4053,942.8839,1090.2041,1324.0611
688601,力芯微,301.6254,344.3432,474.5792,542.8367,773.5646
300671,富满微,439.7344,496.6887,598.2244,836.247,1369.9171
300909,汇创达,255.6473,302.9572,406.9023,608.6993,827.2046
300925,法本信息,431.5664,782.3911,1306.6923,1947.7375,3088.2275
688395,正弦电气,170.9918,221.5252,281.1226,402.9251,445.4505
688239,航宇科技,225.5241,332.5754,588.7622,670.6696,959.7811
603278,大业股份,1885.0302,2439.3524,2729.9998,3073.6872,4143.5178
601330,绿色动力,784.8385,1055.0607,1752.4491,2277.6188,5056.8894
603466,风语筑,1499.1989999999998,1708.3613,2029.9152,2256.3019,2939.9063
300748,金力永磁,912.4272,1289.3399,1696.8385,2419.3067,4080.0724
301237,和顺科技,146.5755,183.6018,236.8376,377.0085,639.6238
002999,天禾股份,5881.925,7191.0083,9012.3373,10036.8712,13000.2744
605196,华通线缆,1903.7771,2614.9516,2954.6343,3375.7679,4397.0747
002891,中宠股份,1015.3517,1412.2583,1716.2386,2232.7545,2881.5527
688367,工大高科,101.3347,144.8516,167.2768,210.9339,250.4709
603191,望变电气,570.6156,881.1568,1107.5158,1297.6169,1933.3499
603707,健友股份,1112.726,1700.3307,2469.6693,2914.8809,3686.6929999999998
688595,芯海科技,163.9477,219.2963,258.4064,362.796,659.0812
603659,璞泰来,2249.3588,3311.0253,4798.526,5280.6741,8995.8941
300855,图南股份,344.9028,434.087,484.1882,546.3407,697.8655
301117,佳缘科技,78.3489,103.2496,131.0104,190.5602,316.8405
688679,通源环境,422.6475,596.7649,773.8161,853.4968,962.2883
688663,新风光,376.8334,532.4874,631.2258,843.9368,942.8082
688798,艾为电子,521.8665,693.8044,1017.6499,1437.6637,2327.0014
300724,捷佳伟创,1242.7793,1492.7405,2527.1635,4044.2497,5047.2098
300920,润阳科技,168.3653,324.8206,364.968,434.1247,501.5017
300776,帝尔激光,165.4126,364.8842,699.9479,1072.2833,1256.7915
300976,达瑞电子,366.0993,607.0637,866.7846,959.4798,1214.1662
688733,壹石通,81.1131,115.5857,165.1176,192.2664,422.7025
688359,三孚新科,148.9154,188.4866,221.3609,286.7639,375.6513
688319,欧林生物,44.653999999999996,76.3352,179.1141,320.1092,487.1516
688076,诺泰生物,230.5199,266.8194,371.5306,566.8725,643.8695
301096,百诚医药,25.586,82.1221,156.4156,207.2478,374.3118
603129,春风动力,1817.826,2545.4626,3242.2316,4525.6153,7861.488
688265,南模生物,87.2022,121.4422,154.8029,196.1904,275.269
300785,值得买,367.0043,507.5938,662.0292,909.5661,1403.1406
301257,普蕊斯,116.3567,195.7654,303.5447,335.2906,502.9667
300866,安克创新,3912.4469,5232.2182,6654.7382,9352.6293,12574.2033
603666,亿嘉和,373.8802,505.1087,723.7457,1005.6077,1284.9342
002968,新大正,767.5357,885.8456,1054.6035,1318.3488,2088.2639
002947,恒铭达,449.3915,500.6503,584.9209999999999,643.6237,1130.1695
300897,山科智能,206.0175,241.6898,320.8283,380.7833,484.0324
300843,胜蓝股份,459.8395,645.2705,724.3867,914.8428,1302.8012
300896,爱美客,222.49,321.01099999999997,557.7157,709.2902,1447.872
688625,呈和科技,203.8843,304.3601,392.1326,458.9188,576.2168
688283,坤恒顺维,47.8682,57.7319,105.4591,130.1887,162.8933
300815,玉禾田,2151.9757,2816.3676,3594.5820000000003,4315.2195,4833.6276
603657,春光科技,456.5584,507.0844,562.8663,854.002,1294.5651
603713,密尔克卫,1291.2063,1783.9059,2418.7982,3426.9522,8644.719000000001
688052,纳芯微,29.8307,40.2233,92.1032,241.9871,862.0932
603267,鸿远电子,736.668,923.4309,1054.4593,1700.0354,2403.1059
688066,航天宏图,288.0097,415.6559,601.1715,846.698,1468.4438
300454,深信服,2472.4745,3224.4505,4589.8989,5458.3952,6804.9035
301031,中熔电气,135.5668,158.1952,191.21200000000002,226.2327,384.9165
301218,华是科技,231.1262,290.3774,409.5122,467.7944,524.3701
301131,聚赛龙,669.2867,868.2878,999.0545,1108.162,1303.0815
301191,菲菱科思,749.2478,902.9914,1040.3791,1513.3971,2207.8252
603259,药明康德,7765.2599,9613.6836,12872.2064,16535.4315,22902.3851
300760,迈瑞医疗,11173.7954,13753.3575,16555.9913,21025.8464,25269.5808
300986,志特新材,301.1334,559.6734,861.9706,1119.5795,1481.17
605266,健之佳,2346.8752,2765.8515,3528.5261,4466.3574,5234.9554
301149,隆华新材,1428.0588,1794.5248,2025.9470000000001,2412.6159,4275.2413
300770,新媒股份,445.9579,643.1641,995.9958,1220.6895,1409.0539
300759,康龙化成,2294.1181,2908.123,3757.1601,5133.5968,7443.7697
300768,迪普科技,616.9630000000001,704.0556,803.8392,891.2666,1030.2545
688237,超卓航科,27.4538,41.1115,51.2306,122.4923,141.3058
300758,七彩化学,552.7503,610.9494,694.5849,1008.3035,1346.8962
688111,金山办公,753.265,1129.6811,1579.5206,2260.9684,3280.0588
300762,上海瀚讯,386.0649,425.7568,545.9699,640.8641,729.247
688083,中望软件,186.9178,255.0308,361.07800000000003,459.19699999999995,618.6807
300751,迈为股份,475.9193,787.8614,1437.7089999999998,2285.4427,3095.3912
300594,朗进科技,411.9704,473.6407,525.7039,583.8064,675.8043
301150,中一科技,498.4047,602.4528,830.7512,1169.6677,2196.5822
688202,美迪西,247.8723,323.6407,449.3928,665.9559,1167.2616
688622,禾信仪器,102.5695,134.869,219.8372,312.2721,464.2373
688299,长阳科技,467.4602,691.0399,910.2611,1045.0445,1296.6881
688238,和元生物,27.8251,43.0685,62.9145,142.7691,254.9491
300894,火星人,700.1838,955.6427,1326.1621,1614.1199,2318.6828
688063,派能科技,143.3377,426.0255,819.8492,1120.0701,2062.515
688006,杭可科技,770.9828,1109.3062,1313.0258,1492.868,2483.3131
301002,崧盛股份,215.4245,438.8241,567.7085,676.4205,1100.8301
603489,八方股份,615.4064,942.1008,1196.6455,1397.1943,2647.2287
603529,爱玛科技,7794.4869,8989.7789,10423.831,12904.5861,15398.7109
300790,宇瞳光学,770.0232,997.6889,1231.0669,1471.4708,2061.7389
002973,侨银股份,1186.9538,1575.9032,2195.31,2829.1087,3331.7329999999997
301229,纽泰格,219.5703,287.067,413.254,495.6256,548.7213
688301,奕瑞科技,355.7399,439.4202,546.1112,784.0807,1187.3529
300816,艾可蓝,372.9405,445.2492,565.9792,677.1089,866.1462
002988,豪美新材,2363.321,2682.3764,2967.7485,3437.1394,5599.5115
601827,三峰环境,2969.9906,3432.7709999999997,4363.985,4929.2188,5873.8164
301015,百洋医药,3095.5434,3652.4617,4848.6635,5879.3229,7051.5672
002985,北摩高科,289.9466,331.2757,413.788,686.68,1132.3727
603290,斯达半导,448.6333,675.3677,779.4397,963.003,1706.6432
688188,柏楚电子,210.3784,245.2641,376.07099999999997,570.8293,913.4397
688499,利元亨,402.597,681.3733,888.8969,1429.9652,2331.349
688606,奥泰生物,129.4236,183.8159,241.3355,1135.6741,1873.4277
003028,振邦智能,475.7643,567.5551,696.5213,994.1867,1317.2325
300977,深圳瑞捷,173.9473,310.3898,496.4766,572.6708,778.2121
605117,德业股份,1506.121,1690.626,2570.0136,3023.8419,4167.93
688330,宏力达,252.4642,414.7764,705.1296,908.5199,1132.0608
688568,中科星图,226.3466,356.5764,489.411,702.5415,1039.9473
605089,味知香,358.7868,465.95099999999996,542.4245,622.4685,764.6464
605337,李子园,602.0377,787.0523,974.5461,1087.5717,1469.7233
300822,贝仕达克,472.7166,558.7427,736.9912,885.8054,1080.9772
300870,欧陆通,813.7908,1102.1642,1312.58,2083.4732,2571.948
002993,奥海科技,1153.2207,1661.1807,2316.0159,2945.2029,4245.2757
300884,狄耐克,381.0145,456.5654,615.1076,777.9002,941.7204
688298,东方生物,224.2374,285.8928,367.3768,3265.3556,10169.1677
688039,当虹科技,138.9842,203.5519,284.518,365.8913,418.1989
605222,起帆电缆,4598.2970000000005,6322.6779,7647.2433,9735.8677,18877.5417
605007,五洲特纸,1860.8956,2149.0014,2375.9279,2634.6623,3689.5217
688016,心脉医疗,165.1348,231.1275,333.7325,470.2523,684.6307
688198,佰仁医疗,92.3471,110.648,146.0333,181.9179,251.8176
605369,拱东医疗,431.3012,482.5518,552.9796,829.6518,1194.2542
688200,华峰测控,148.57299999999998,218.6767,254.6107,397.4844,878.2693
300917,特发服务,507.596,699.015,891.2199,1108.6598,1691.1089
300852,四会富仕,298.6815,370.2789,479.1598,650.2104,1049.6914
688155,先惠技术,290.5102,325.2577,364.9439,502.3524,1101.9812
300952,恒辉安防,447.8355,511.1795,597.1793,829.2604,949.5163
003013,地铁设计,1250.136,1476.9629,1644.4719,1870.3085,2380.604
002990,盛视科技,334.0699,507.2388,807.3864,935.1099,1126.8095
688068,热景生物,142.089,187.1231,210.4123,513.5336,5369.2038
688363,华熙生物,818.0492,1263.1457,1885.5707,2632.7340000000004,4947.7738
003031,中瓷电子,343.2373,407.028,590.4179,816.1627,1013.7572
605016,百龙创园,310.6097,355.534,421.0533,499.6243,653.3561
300873,海晨股份,672.2289,807.5319,920.3404,1073.8963,1467.6159
300982,苏文电能,471.458,667.6367,990.429,1368.8244,1855.9193
688015,交控科技,879.6198,1162.5205,1651.7751,2026.1708,2582.1267
688139,海尔生物,621.4075,841.6686,1012.5204,1402.029,2125.8627
688598,金博股份,141.8562,179.5456,239.523,426.4688,1337.8967
300937,药易购,1586.78,2023.9886,2289.3748,2790.1339,3400.5807
300910,瑞丰新材,465.7904,530.4661,656.7076,860.8554,1081.1015
605008,长鸿高科,491.2761,1020.64,1157.3331,1297.2828,1733.3373
002987,京北方,1009.7779,1225.9902,1686.9503,2292.5685,3054.2622
600032,浙江新能,935.6518,1250.7077,2102.3784,2346.5142,2909.5338
688333,铂力特,219.9484,291.4792,321.7428,412.1681,551.993
300850,新强联,370.5778,457.1282,643.097,2064.401,2476.8744
301081,严牌股份,290.4954,369.8424,472.0201,572.27,708.6446
003035,南网能源,936.2226,1219.0739,1508.4001,2008.8527,2600.1032
605123,派克新材,483.7311,653.1046,884.4283,1027.7732,1733.3476
688166,博瑞医药,316.7705,411.27,503.1567,785.3827,1052.4086
688559,海目星,637.7153,800.7019,1030.9239,1320.5907,1984.3307
688311,盟升电子,160.5682,202.4881,283.065,423.2318,475.788
688777,中控技术,1714.86,2133.4316,2536.9297,3158.7434,4519.4125
688002,睿创微纳,155.7223,384.1047,684.6563,1561.4425,1780.2866
